[2021-01-08 11:01:22]
Claim_id：1974 未改變，狀態：[繳息還款] 
Claim_id：1975 未改變，狀態：[繳息還款] 
Claim_id：1976 未改變，狀態：[繳息還款] 
Claim_id：1977 未改變，狀態：[繳息還款] 
Claim_id：1978 未改變，狀態：[繳息還款] 
Claim_id：1979 未改變，狀態：[繳息還款] 
Claim_id：1980 未改變，狀態：[繳息還款] 
Claim_id：1981 未改變，狀態：[繳息還款] 
Claim_id：1982 未改變，狀態：[繳息還款] 
Claim_id：1983 未改變，狀態：[繳息還款] 
Claim_id：1984 未改變，狀態：[繳息還款] 
Claim_id：1985 未改變，狀態：[繳息還款] 
Claim_id：1986 未改變，狀態：[繳息還款] 
Claim_id：1987 未改變，狀態：[繳息還款] 
Claim_id：1988 未改變，狀態：[繳息還款] 
Claim_id：1989 未改變，狀態：[繳息還款] 
Claim_id：1990 未改變，狀態：[繳息還款] 
Claim_id：1991 未改變，狀態：[繳息還款] 
Claim_id：1992 未改變，狀態：[繳息還款] 
Claim_id：1993 未改變，狀態：[繳息還款] 
Claim_id：1994 未改變，狀態：[繳息還款] 
Claim_id：1995 未改變，狀態：[繳息還款] 
Claim_id：1996 未改變，狀態：[繳息還款] 
Claim_id：1997 未改變，狀態：[繳息還款] 
Claim_id：1998 未改變，狀態：[繳息還款] 
Claim_id：1999 未改變，狀態：[繳息還款] 
Claim_id：2000 未改變，狀態：[繳息還款] 
Claim_id：2001 未改變，狀態：[繳息還款] 
Claim_id：2002 未改變，狀態：[繳息還款] 
Claim_id：2003 未改變，狀態：[繳息還款] 
Claim_id：2004 未改變，狀態：[繳息還款] 
Claim_id：2005 未改變，狀態：[繳息還款] 
Claim_id：2007 未改變，狀態：[繳息還款] 
Claim_id：2008 未改變，狀態：[繳息還款] 
Claim_id：2009 未改變，狀態：[繳息還款] 
Claim_id：2010 未改變，狀態：[繳息還款] 
Claim_id：2011 未改變，狀態：[繳息還款] 
Claim_id：2012 未改變，狀態：[繳息還款] 
Claim_id：2013 未改變，狀態：[繳息還款] 
Claim_id：2014 未改變，狀態：[繳息還款] 
Claim_id：2015 未改變，狀態：[繳息還款] 
Claim_id：2016 未改變，狀態：[繳息還款] 
Claim_id：2017 未改變，狀態：[繳息還款] 
Claim_id：2018 未改變，狀態：[繳息還款] 
Claim_id：2019 未改變，狀態：[繳息還款] 
Claim_id：2020 未改變，狀態：[繳息還款] 
Claim_id：2021 未改變，狀態：[繳息還款] 
Claim_id：2022 未改變，狀態：[繳息還款] 
Claim_id：2023 未改變，狀態：[繳息還款] 
Claim_id：2024 未改變，狀態：[繳息還款] 
Claim_id：2025 未改變，狀態：[繳息還款] 
Claim_id：2037 未改變，狀態：[繳息還款] 
Claim_id：2038 未改變，狀態：[繳息還款] 
Claim_id：2039 未改變，狀態：[繳息還款] 
Claim_id：2040 未改變，狀態：[繳息還款] 
Claim_id：2041 未改變，狀態：[繳息還款] 
Claim_id：2042 未改變，狀態：[繳息還款] 
Claim_id：2043 未改變，狀態：[繳息還款] 
Claim_id：2044 未改變，狀態：[繳息還款] 
Claim_id：2045 未改變，狀態：[繳息還款] 
Claim_id：2046 未改變，狀態：[繳息還款] 
Claim_id：2047 未改變，狀態：[繳息還款] 
Claim_id：2048 未改變，狀態：[繳息還款] 
Claim_id：2049 未改變，狀態：[繳息還款] 
Claim_id：2050 未改變，狀態：[繳息還款] 
Claim_id：2051 未改變，狀態：[繳息還款] 
Claim_id：2052 未改變，狀態：[繳息還款] 
Claim_id：2053 未改變，狀態：[繳息還款] 
Claim_id：2054 未改變，狀態：[繳息還款] 
Claim_id：2055 未改變，狀態：[繳息還款] 
Claim_id：2056 未改變，狀態：[繳息還款] 
Claim_id：2057 未改變，狀態：[繳息還款] 
Claim_id：2058 未改變，狀態：[繳息還款] 
Claim_id：2059 未改變，狀態：[繳息還款] 
Claim_id：2060 未改變，狀態：[繳息還款] 
Claim_id：2061 未改變，狀態：[繳息還款] 
Claim_id：2062 未改變，狀態：[繳息還款] 
Claim_id：2063 未改變，狀態：[繳息還款] 
Claim_id：2064 未改變，狀態：[繳息還款] 
Claim_id：2065 未改變，狀態：[繳息還款] 
Claim_id：2066 未改變，狀態：[繳息還款] 
Claim_id：2067 未改變，狀態：[繳息還款] 
Claim_id：2068 未改變，狀態：[繳息還款] 
Claim_id：2069 未改變，狀態：[繳息還款] 
Claim_id：2070 未改變，狀態：[繳息還款] 
Claim_id：2071 未改變，狀態：[繳息還款] 
Claim_id：2072 未改變，狀態：[繳息還款] 
Claim_id：2073 未改變，狀態：[繳息還款] 
Claim_id：2074 未改變，狀態：[繳息還款] 
Claim_id：2075 未改變，狀態：[繳息還款] 
Claim_id：2076 未改變，狀態：[繳息還款] 
Claim_id：2077 未改變，狀態：[繳息還款] 
Claim_id：2078 未改變，狀態：[繳息還款] 
Claim_id：2079 未改變，狀態：[繳息還款] 
Claim_id：2080 未改變，狀態：[繳息還款] 
Claim_id：2081 未改變，狀態：[繳息還款] 
Claim_id：2082 未改變，狀態：[繳息還款] 
Claim_id：2083 未改變，狀態：[繳息還款] 
Claim_id：2084 未改變，狀態：[繳息還款] 
Claim_id：2085 未改變，狀態：[繳息還款] 
Claim_id：2086 未改變，狀態：[繳息還款] 
Claim_id：2087 未改變，狀態：[繳息還款] 
Claim_id：2088 未改變，狀態：[繳息還款] 
Claim_id：2089 未改變，狀態：[繳息還款] 
Claim_id：2090 未改變，狀態：[繳息還款] 
Claim_id：2091 未改變，狀態：[繳息還款] 
Claim_id：2092 未改變，狀態：[繳息還款] 
Claim_id：2093 未改變，狀態：[繳息還款] 
Claim_id：2094 未改變，狀態：[繳息還款] 
Claim_id：2095 未改變，狀態：[繳息還款] 
Claim_id：2096 未改變，狀態：[繳息還款] 
Claim_id：2097 未改變，狀態：[繳息還款] 
Claim_id：2098 未改變，狀態：[繳息還款] 
Claim_id：2099 未改變，狀態：[繳息還款] 
Claim_id：2100 未改變，狀態：[繳息還款] 
Claim_id：2101 未改變，狀態：[繳息還款] 
Claim_id：2102 未改變，狀態：[繳息還款] 
Claim_id：2103 未改變，狀態：[繳息還款] 
Claim_id：2104 未改變，狀態：[繳息還款] 
Claim_id：2105 未改變，狀態：[繳息還款] 
Claim_id：2106 未改變，狀態：[繳息還款] 
Claim_id：2107 未改變，狀態：[繳息還款] 
Claim_id：2108 未改變，狀態：[繳息還款] 
Claim_id：2109 未改變，狀態：[繳息還款] 
Claim_id：2110 未改變，狀態：[繳息還款] 
Claim_id：2111 未改變，狀態：[繳息還款] 
Claim_id：2112 未改變，狀態：[繳息還款] 
Claim_id：2113 未改變，狀態：[繳息還款] 
Claim_id：2114 未改變，狀態：[繳息還款] 
Claim_id：2115 未改變，狀態：[繳息還款] 
Claim_id：2116 未改變，狀態：[繳息還款] 
Claim_id：2117 未改變，狀態：[繳息還款] 
Claim_id：2118 未改變，狀態：[繳息還款] 
Claim_id：2119 未改變，狀態：[繳息還款] 
Claim_id：2120 未改變，狀態：[繳息還款] 
Claim_id：2121 未改變，狀態：[繳息還款] 
Claim_id：2122 未改變，狀態：[繳息還款] 
Claim_id：2123 未改變，狀態：[繳息還款] 
Claim_id：2124 未改變，狀態：[繳息還款] 
Claim_id：2125 未改變，狀態：[繳息還款] 
Claim_id：2126 未改變，狀態：[繳息還款] 
Claim_id：2127 未改變，狀態：[繳息還款] 
Claim_id：2128 未改變，狀態：[繳息還款] 
Claim_id：2129 未改變，狀態：[繳息還款] 
Claim_id：2130 未改變，狀態：[繳息還款] 
Claim_id：2131 未改變，狀態：[繳息還款] 
Claim_id：2132 未改變，狀態：[繳息還款] 
Claim_id：2133 未改變，狀態：[繳息還款] 
Claim_id：2134 未改變，狀態：[繳息還款] 
Claim_id：2135 未改變，狀態：[繳息還款] 
Claim_id：2137 未改變，狀態：[繳息還款] 
Claim_id：2138 未改變，狀態：[繳息還款] 
Claim_id：2139 未改變，狀態：[繳息還款] 
Claim_id：2140 未改變，狀態：[繳息還款] 
Claim_id：2141 未改變，狀態：[繳息還款] 
Claim_id：2142 未改變，狀態：[繳息還款] 
Claim_id：2143 未改變，狀態：[繳息還款] 
Claim_id：2144 未改變，狀態：[繳息還款] 
Claim_id：2145 未改變，狀態：[繳息還款] 
Claim_id：2146 未改變，狀態：[繳息還款] 
Claim_id：2147 未改變，狀態：[繳息還款] 
Claim_id：2148 未改變，狀態：[繳息還款] 
Claim_id：2149 未改變，狀態：[繳息還款] 
Claim_id：2150 未改變，狀態：[繳息還款] 
Claim_id：2151 未改變，狀態：[繳息還款] 
Claim_id：2152 未改變，狀態：[繳息還款] 
Claim_id：2153 未改變，狀態：[繳息還款] 
Claim_id：2154 未改變，狀態：[繳息還款] 
Claim_id：2155 未改變，狀態：[繳息還款] 
Claim_id：2156 未改變，狀態：[繳息還款] 
Claim_id：2157 未改變，狀態：[繳息還款] 
Claim_id：2158 未改變，狀態：[繳息還款] 
Claim_id：2159 未改變，狀態：[繳息還款] 
Claim_id：2160 未改變，狀態：[繳息還款] 
Claim_id：2161 未改變，狀態：[繳息還款] 
Claim_id：2162 未改變，狀態：[繳息還款] 
Claim_id：2163 未改變，狀態：[繳息還款] 
Claim_id：2164 未改變，狀態：[繳息還款] 
Claim_id：2165 未改變，狀態：[繳息還款] 
Claim_id：2166 未改變，狀態：[繳息還款] 
Claim_id：2167 未改變，狀態：[繳息還款] 
Claim_id：2168 未改變，狀態：[繳息還款] 
Claim_id：2169 未改變，狀態：[繳息還款] 
Claim_id：2170 未改變，狀態：[繳息還款] 
Claim_id：2171 未改變，狀態：[繳息還款] 
Claim_id：2172 未改變，狀態：[繳息還款] 
Claim_id：2173 未改變，狀態：[繳息還款] 
Claim_id：2174 未改變，狀態：[繳息還款] 
Claim_id：2175 未改變，狀態：[繳息還款] 
Claim_id：2176 未改變，狀態：[繳息還款] 
Claim_id：2177 未改變，狀態：[繳息還款] 
Claim_id：2178 未改變，狀態：[繳息還款] 
Claim_id：2179 未改變，狀態：[繳息還款] 
Claim_id：2180 未改變，狀態：[繳息還款] 
Claim_id：2181 未改變，狀態：[繳息還款] 
Claim_id：2182 未改變，狀態：[繳息還款] 
Claim_id：2183 未改變，狀態：[繳息還款] 
Claim_id：2184 未改變，狀態：[繳息還款] 
Claim_id：2185 未改變，狀態：[繳息還款] 
Claim_id：2186 未改變，狀態：[繳息還款] 
Claim_id：2187 未改變，狀態：[繳息還款] 
Claim_id：2188 未改變，狀態：[繳息還款] 
Claim_id：2189 未改變，狀態：[繳息還款] 
Claim_id：2190 未改變，狀態：[繳息還款] 
Claim_id：2191 未改變，狀態：[繳息還款] 
Claim_id：2192 未改變，狀態：[繳息還款] 
Claim_id：2193 未改變，狀態：[繳息還款] 
Claim_id：2194 未改變，狀態：[繳息還款] 
Claim_id：2195 未改變，狀態：[繳息還款] 
Claim_id：2196 未改變，狀態：[繳息還款] 
Claim_id：2197 未改變，狀態：[繳息還款] 
Claim_id：2198 未改變，狀態：[繳息還款] 
Claim_id：2200 未改變，狀態：[繳息還款] 
Claim_id：2202 未改變，狀態：[繳息還款] 
Claim_id：2204 未改變，狀態：[繳息還款] 
Claim_id：2205 未改變，狀態：[繳息還款] 
Claim_id：2208 未改變，狀態：[繳息還款] 
Claim_id：2211 未改變，狀態：[繳息還款] 
Claim_id：2212 未改變，狀態：[繳息還款] 
Claim_id：2213 未改變，狀態：[繳息還款] 
Claim_id：2214 未改變，狀態：[繳息還款] 
Claim_id：2217 未改變，狀態：[繳息還款] 
Claim_id：2218 未改變，狀態：[繳息還款] 
Claim_id：2219 未改變，狀態：[繳息還款] 
Claim_id：2221 未改變，狀態：[繳息還款] 
Claim_id：2222 未改變，狀態：[繳息還款] 
Claim_id：2224 未改變，狀態：[繳息還款] 
Claim_id：2226 未改變，狀態：[繳息還款] 
Claim_id：2227 未改變，狀態：[繳息還款] 
Claim_id：2228 未改變，狀態：[繳息還款] 
Claim_id：2229 未改變，狀態：[繳息還款] 
Claim_id：2230 未改變，狀態：[繳息還款] 
Claim_id：2233 未改變，狀態：[繳息還款] 
Claim_id：2235 未改變，狀態：[繳息還款] 
Claim_id：2236 未改變，狀態：[繳息還款] 
Claim_id：2237 未改變，狀態：[繳息還款] 
Claim_id：2238 未改變，狀態：[繳息還款] 
Claim_id：2239 未改變，狀態：[繳息還款] 
Claim_id：2240 未改變，狀態：[繳息還款] 
Claim_id：2241 未改變，狀態：[繳息還款] 
Claim_id：2242 未改變，狀態：[繳息還款] 
Claim_id：2243 未改變，狀態：[繳息還款] 
Claim_id：2244 未改變，狀態：[繳息還款] 
Claim_id：2245 未改變，狀態：[繳息還款] 
Claim_id：2246 未改變，狀態：[繳息還款] 
Claim_id：2247 未改變，狀態：[繳息還款] 
Claim_id：2248 未改變，狀態：[繳息還款] 
Claim_id：2249 未改變，狀態：[繳息還款] 
Claim_id：2250 未改變，狀態：[繳息還款] 
Claim_id：2251 未改變，狀態：[繳息還款] 
Claim_id：2252 未改變，狀態：[繳息還款] 
Claim_id：2253 未改變，狀態：[繳息還款] 
Claim_id：2254 未改變，狀態：[繳息還款] 
Claim_id：2255 未改變，狀態：[繳息還款] 
Claim_id：2256 未改變，狀態：[繳息還款] 
Claim_id：2257 未改變，狀態：[繳息還款] 
Claim_id：2258 未改變，狀態：[繳息還款] 
Claim_id：2259 未改變，狀態：[繳息還款] 
Claim_id：2260 未改變，狀態：[繳息還款] 
Claim_id：2261 未改變，狀態：[繳息還款] 
Claim_id：2262 未改變，狀態：[繳息還款] 
Claim_id：2263 未改變，狀態：[繳息還款] 
Claim_id：2264 未改變，狀態：[繳息還款] 
Claim_id：2265 未改變，狀態：[繳息還款] 
Claim_id：2266 未改變，狀態：[繳息還款] 
Claim_id：2267 未改變，狀態：[繳息還款] 
Claim_id：2268 未改變，狀態：[繳息還款] 
Claim_id：2269 未改變，狀態：[繳息還款] 
Claim_id：2304 未改變，狀態：[繳息還款] 
Claim_id：2306 未改變，狀態：[繳息還款] 
Claim_id：2313 未改變，狀態：[繳息還款] 
Claim_id：2318 未改變，狀態：[繳息還款] 
Claim_id：2319 未改變，狀態：[繳息還款] 
Claim_id：2321 未改變，狀態：[繳息還款] 
Claim_id：2322 未改變，狀態：[繳息還款] 
Claim_id：2328 未改變，狀態：[繳息還款] 
Claim_id：2329 未改變，狀態：[繳息還款] 
Claim_id：2330 未改變，狀態：[繳息還款] 
Claim_id：2331 未改變，狀態：[繳息還款] 

[2021-01-08 11:01:22]排程結束
==============================================================================================

